,fromTaz,toTaz,route_idx,ratio,route_edges,start_edge,last_edge
87,taz_18,taz_3,1,0.4792,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,28414046,395439800
88,taz_18,taz_65,0,0.6154,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,28414046,283637999
89,taz_18,taz_65,1,0.3846,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,60724739,283637999
90,taz_18,taz_67,0,0.5455,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,28414046,394161434#0
91,taz_18,taz_67,1,0.4545,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,60724739,394161434#0
92,taz_18,taz_68,0,0.5429,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 417513208,28414046,417513208
93,taz_18,taz_68,1,0.4571,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 417513208,60724739,417513208
94,taz_18,taz_70,0,0.8571,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 157751113 394139592#0,28414046,394139592#0
95,taz_18,taz_70,1,0.1429,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 157751113 394139592#0,60724739,394139592#0
96,taz_18,taz_71,0,0.5909,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,60724739,394110951
97,taz_18,taz_71,1,0.4091,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,28414046,394110951
98,taz_2,taz_0,0,1.0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,157607513#0,509721010#1
99,taz_2,taz_1,0,1.0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,157607513#0,552603209
100,taz_2,taz_16,0,1.0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,157607513#0,157782429#0
101,taz_2,taz_17,0,1.0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 157607710 394116561,157607513#0,394116561
102,taz_2,taz_18,0,0.54,157607513#0 157607513#0-AddedOffRampEdge 394126783 157607723,157607513#0,157607723
103,taz_2,taz_18,1,0.46,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,157607513#0,394126786#0
104,taz_2,taz_3,0,1.0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,157607513#0,395439800
105,taz_2,taz_65,0,1.0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,157607513#0,283637999
106,taz_2,taz_67,0,1.0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,157607513#0,394161434#0
107,taz_2,taz_68,0,1.0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 417513208,157607513#0,417513208
108,taz_2,taz_70,0,1.0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 157751113 394139592#0,157607513#0,394139592#0
109,taz_2,taz_71,0,1.0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,157607513#0,394110951
110,taz_3,taz_0,0,1.0,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,395439804,509721010#1
111,taz_3,taz_1,0,1.0,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,395439804,552603209
112,taz_3,taz_16,0,1.0,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,395439804,157782429#0
113,taz_3,taz_17,0,1.0,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 157607710 394116561,395439804,394116561
114,taz_3,taz_18,0,1.0,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 157607759#0 157607759#1 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,395439804,394126786#0
115,taz_3,taz_2,0,1.0,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 157607759#0 157607759#1 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,395439804,508479370#1
116,taz_3,taz_65,0,1.0,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,395439804,283637999
117,taz_3,taz_67,0,1.0,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,395439804,394161434#0
118,taz_3,taz_68,0,1.0,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 8925209 508479350 508479355 417513208,395439804,417513208
119,taz_3,taz_70,0,0.3966,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 157607746 394139591 394139595#0,395439804,394139595#0
120,taz_3,taz_70,1,0.3103,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 8925209 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 157751113 394139592#0,395439804,394139592#0
121,taz_3,taz_70,2,0.2931,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 157607746 394139591 408611123,395439804,408611123
122,taz_3,taz_71,0,0.5,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 8925209 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,395439804,394110951
123,taz_3,taz_71,1,0.5,395439804 686995598 686995598-AddedOffRampEdge 394110512 26277019,395439804,26277019
124,taz_4,taz_0,0,1.0,28357384#1 28357294 850376107 157750991#1 850746592 850746591 687721973 157607744 157607744-AddedOffRampEdge 851559586 124952183 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,28357384#1,509721010#1
125,taz_4,taz_65,0,1.0,28357384#1 28357294 850376107 157750991#1 850746592 850746591 687721973 157607744 157607744-AddedOffRampEdge 184867444 28414573 283638411 283637999,28357384#1,283637999
126,taz_4,taz_66,0,1.0,28357384#1 28357294 850376107 157750991#1 850746592 850746591 687721973 157607718 124952189 395368018,28357384#1,395368018
127,taz_4,taz_69,0,0.3125,28357384#1 28357294 850376107 157750991#1 850746592 850746591 687721973 157607718 124952189 395368018 157751119 27807300 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 31022955,28357384#1,31022955
128,taz_4,taz_69,1,0.2656,28357384#1 28357294 850376107 157750991#1 850746592 157607739 394133936 28414959#0,28357384#1,28414959#0
129,taz_4,taz_69,2,0.2188,28357384#1 28357294 850376107 157750991#1 850746592 157607739 394133936 28414934#0,28357384#1,28414934#0
130,taz_4,taz_69,3,0.2031,28357384#1 28357294 850376107 157750991#1 850746592 850746591 687721973 157607718 124952189 395368018 157751119 27807300 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455,28357384#1,30957455
131,taz_4,taz_78,0,0.3519,28357384#1 28357294 850376107 157750991#1 850746592 157607739 394133936 28414934#0 525720399#0 28415130#0 28415130#1 416130129#1 416130128 28415043 28357206 28357215 417050032 317402151#0,28357384#1,317402151#0
132,taz_4,taz_78,1,0.2963,28357384#1 28357294 394113586 544305553 28357269#0,28357384#1,28357269#0
133,taz_4,taz_78,2,0.2037,28357384#1 28357294 850376107 157750991#1 850746592 157607739 394133936 28414934#0 525720399#0 28415130#0 28415130#1 416130129#1 416130128 28415043 28357206 28357215 417050032 28357209#0 28357209#1,28357384#1,28357209#1
134,taz_4,taz_78,3,0.1481,28357384#1 28357294 394113586 544305553 28357265#0 28357265#1,28357384#1,28357265#1
135,taz_65,taz_0,0,0.322,8926043 509721011 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455 525720404 15371862#1 503520926 503520922 687721973 157607744 157607744-AddedOffRampEdge 851559586 124952183 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,8926043,509721010#1
136,taz_65,taz_0,1,0.2712,8927786 509717807 509721010#1-AddedOnRampEdge 509721010#1,8927786,509721010#1
137,taz_65,taz_0,2,0.2034,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455 525720404 15371862#1 503520926 503520922 687721973 157607744 157607744-AddedOffRampEdge 851559586 124952183 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,8925217,509721010#1
138,taz_65,taz_0,3,0.2034,8926453 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,8926453,509721010#1
139,taz_65,taz_1,0,0.5143,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,8925217,552603209
140,taz_65,taz_1,1,0.4857,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,8926043,552603209
141,taz_65,taz_16,0,0.5,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,8925217,157782429#0
142,taz_65,taz_16,1,0.5,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,8926043,157782429#0
143,taz_65,taz_17,0,0.6667,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 157607710 394116561,8926043,394116561
144,taz_65,taz_17,1,0.3333,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 157607710 394116561,8925217,394116561
145,taz_65,taz_18,0,0.7,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,8926043,394126786#0
146,taz_65,taz_18,1,0.3,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,8925217,394126786#0
147,taz_65,taz_2,0,0.5238,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,8925217,508479370#1
148,taz_65,taz_2,1,0.4762,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,8926043,508479370#1
149,taz_65,taz_3,0,0.5217,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 417527262 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,8925217,395439800
150,taz_65,taz_3,1,0.4783,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 417527262 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,8926043,395439800
151,taz_65,taz_4,0,0.6471,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 850378488 8947524#1 28357293,8925217,28357293
152,taz_65,taz_4,1,0.3529,8926043 509721011 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 850378488 8947524#1 28357293,8926043,28357293
153,taz_65,taz_66,0,0.5714,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455 525720404 15371862#1 503520926 503520922 687721973 157607718 124952189 395368018,8925217,395368018
154,taz_65,taz_66,1,0.4286,8926043 509721011 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455 525720404 15371862#1 503520926 503520922 687721973 157607718 124952189 395368018,8926043,395368018
155,taz_65,taz_67,0,0.2667,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,8925217,394161434#0
156,taz_65,taz_67,1,0.2667,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 8926075 394161875,8926043,394161875
157,taz_65,taz_67,2,0.2667,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 8926075 28414402,8925217,28414402
158,taz_65,taz_67,3,0.1333,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 8926075 28414402,8926043,28414402
159,taz_65,taz_67,4,0.0667,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,8926043,394161434#0
160,taz_65,taz_68,0,0.5,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 8925209 508479350 508479355 417513208,8926043,417513208
161,taz_65,taz_68,1,0.5,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 8925209 508479350 508479355 417513208,8925217,417513208
162,taz_65,taz_69,0,0.3,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 31022955,8925217,31022955
163,taz_65,taz_69,1,0.3,8926043 509721011 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455,8926043,30957455
164,taz_65,taz_69,2,0.3,8926043 509721011 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 31022955,8926043,31022955
165,taz_65,taz_69,3,0.1,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455,8925217,30957455
166,taz_65,taz_70,0,0.5833,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 417527262 30832610 157751113 394139592#0,8925217,394139592#0
167,taz_65,taz_70,1,0.4167,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 417527262 30832610 157751113 394139592#0,8926043,394139592#0
168,taz_65,taz_71,0,0.6667,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 417527262 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,8925217,394110951
169,taz_65,taz_71,1,0.3333,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 417527262 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,8926043,394110951
170,taz_65,taz_78,0,0.3158,8926043 509721011 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 28357206 28357215 417050032 317402151#0,8926043,317402151#0
171,taz_65,taz_78,1,0.2632,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 28357206 28357215 417050032 28357209#0 28357209#1,8925217,28357209#1
172,taz_65,taz_78,2,0.2632,8925217 509717808 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 28357206 28357215 417050032 317402151#0,8925217,317402151#0
173,taz_65,taz_78,3,0.1579,8926043 509721011 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 28357206 28357215 417050032 28357209#0 28357209#1,8926043,28357209#1
174,taz_66,taz_0,0,1.0,157751119 27807300 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455 525720404 15371862#1 503520926 503520922 687721973 157607744 157607744-AddedOffRampEdge 851559586 124952183 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,157751119,509721010#1
175,taz_66,taz_4,0,1.0,157751119 27807300 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 850378488 8947524#1 28357293,157751119,28357293
176,taz_66,taz_65,0,1.0,157751119 27807300 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455 525720404 15371862#1 503520926 503520922 687721973 157607744 157607744-AddedOffRampEdge 184867444 28414573 283638411 283637999,157751119,283637999
177,taz_66,taz_69,0,0.6,157751119 27807300 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455,157751119,30957455
178,taz_66,taz_69,1,0.4,157751119 27807300 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 31022955,157751119,31022955
179,taz_66,taz_78,0,0.5357,157751119 27807300 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 28357206 28357215 417050032 28357209#0 28357209#1,157751119,28357209#1
180,taz_66,taz_78,1,0.4643,157751119 27807300 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 28357206 28357215 417050032 317402151#0,157751119,317402151#0
181,taz_67,taz_0,0,0.5238,23891838 395388037 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,23891838,509721010#1
